Company_Code,Company_Name,Metric_Category,Metric_Name,Claimed_Value,Metric_Unit,Claim_Verified,Verification_Details,Discrepancy_Detected,Discrepancy_Level,Trust_Score,Risk_Score,Actual_Environmental_Score,Analysis_Date
TATAELXSI,Tata Elxsi,Governance,Ethics Policy Violations,1.0,Count,Reported,Governance metric: 1.0,False,None,6.0,1,2.0,2026-09-03
OFSS,Oracle Financial Services Software,Environmental,Total Energy Consumption,7327.0,GWh,Reported,Environmental metric: 7327.0,False,None,6.0,1,2.0,2026-09-03
OFSS,Oracle Financial Services Software,Environmental,Renewable Energy Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
OFSS,Oracle Financial Services Software,Environmental,Total Water Consumption,32149.0,KL,Reported,Environmental metric: 32149.0,False,None,6.0,1,2.0,2026-09-03
OFSS,Oracle Financial Services Software,Environmental,Water Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
OFSS,Oracle Financial Services Software,Environmental,Total Waste Generated,2.64,MT,Reported,Environmental metric: 2.64,False,None,6.0,1,2.0,2026-09-03
OFSS,Oracle Financial Services Software,Environmental,Waste Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
OFSS,Oracle Financial Services Software,Social,Total Employees,3.0,Count,Reported,Social metric: 3.0,False,None,6.0,1,2.0,2026-09-03
OFSS,Oracle Financial Services Software,Social,Female Employee Percentage,26.42,%,Reported,Social metric: 26.42,False,None,6.0,1,2.0,2026-09-03
OFSS,Oracle Financial Services Software,Social,Employee Turnover Rate,90.0,%,Reported,Social metric: 90.0,False,None,6.0,1,2.0,2026-09-03
OFSS,Oracle Financial Services Software,Social,Training Hours per Employee,,Hours,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
OFSS,Oracle Financial Services Software,Social,Health and Safety Incidents,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
OFSS,Oracle Financial Services Software,Social,CSR Expenditure,6.0,Crores INR,Reported,Social metric: 6.0,False,None,6.0,1,2.0,2026-09-03
OFSS,Oracle Financial Services Software,Governance,Board Size,10.0,Count,Reported,Governance metric: 10.0,False,None,6.0,1,2.0,2026-09-03
OFSS,Oracle Financial Services Software,Governance,Independent Directors Percentage,30.0,%,Reported,Governance metric: 30.0,False,None,6.0,1,2.0,2026-09-03
OFSS,Oracle Financial Services Software,Governance,Female Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
OFSS,Oracle Financial Services Software,Governance,Board Meeting Frequency,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
OFSS,Oracle Financial Services Software,Governance,Audit Committee Size,11.0,Count,Reported,Governance metric: 11.0,False,None,6.0,1,2.0,2026-09-03
OFSS,Oracle Financial Services Software,Governance,Ethics Policy Violations,-176732.0,Count,Reported,Governance metric: -176732.0,False,None,6.0,1,2.0,2026-09-03
KPITTECH,KPIT Technologies,Environmental,Total Energy Consumption,,GWh,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
KPITTECH,KPIT Technologies,Environmental,Renewable Energy Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
KPITTECH,KPIT Technologies,Environmental,Total Water Consumption,,KL,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
KPITTECH,KPIT Technologies,Environmental,Water Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
KPITTECH,KPIT Technologies,Environmental,Total Waste Generated,5.0,MT,Reported,Environmental metric: 5.0,False,None,6.0,1,,2026-09-03
KPITTECH,KPIT Technologies,Environmental,Waste Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
KPITTECH,KPIT Technologies,Social,Total Employees,10188.0,Count,Reported,Social metric: 10188.0,False,None,6.0,1,,2026-09-03
KPITTECH,KPIT Technologies,Social,Female Employee Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
KPITTECH,KPIT Technologies,Social,Employee Turnover Rate,90.0,%,Reported,Social metric: 90.0,False,None,6.0,1,,2026-09-03
KPITTECH,KPIT Technologies,Social,Training Hours per Employee,,Hours,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
KPITTECH,KPIT Technologies,Social,Health and Safety Incidents,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
KPITTECH,KPIT Technologies,Social,CSR Expenditure,7.0,Crores INR,Reported,Social metric: 7.0,False,None,6.0,1,,2026-09-03
KPITTECH,KPIT Technologies,Governance,Board Size,2.0,Count,Reported,Governance metric: 2.0,False,None,6.0,1,,2026-09-03
KPITTECH,KPIT Technologies,Governance,Independent Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
KPITTECH,KPIT Technologies,Governance,Female Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
KPITTECH,KPIT Technologies,Governance,Board Meeting Frequency,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
KPITTECH,KPIT Technologies,Governance,Audit Committee Size,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
KPITTECH,KPIT Technologies,Governance,Ethics Policy Violations,25.0,Count,Reported,Governance metric: 25.0,False,None,6.0,1,,2026-09-03
CYIENT,Cyient,Environmental,Total Energy Consumption,,GWh,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
CYIENT,Cyient,Environmental,Renewable Energy Percentage,60.0,%,Suspicious,Claims 60.0% renewable but poor env score (nan/10),True,Medium,4.0,5,,2026-09-03
CYIENT,Cyient,Environmental,Total Water Consumption,,KL,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
CYIENT,Cyient,Environmental,Water Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
CYIENT,Cyient,Environmental,Total Waste Generated,,MT,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
CYIENT,Cyient,Environmental,Waste Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
CYIENT,Cyient,Social,Total Employees,48.0,Count,Reported,Social metric: 48.0,False,None,6.0,1,,2026-09-03
CYIENT,Cyient,Social,Female Employee Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
CYIENT,Cyient,Social,Employee Turnover Rate,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
CYIENT,Cyient,Social,Training Hours per Employee,,Hours,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
CYIENT,Cyient,Social,Health and Safety Incidents,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
CYIENT,Cyient,Social,CSR Expenditure,,Crores INR,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
CYIENT,Cyient,Governance,Board Size,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
CYIENT,Cyient,Governance,Independent Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
CYIENT,Cyient,Governance,Female Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
CYIENT,Cyient,Governance,Board Meeting Frequency,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
CYIENT,Cyient,Governance,Audit Committee Size,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
CYIENT,Cyient,Governance,Ethics Policy Violations,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
BSOFT,Birlasoft,Environmental,Total Energy Consumption,40.0,GWh,Reported,Environmental metric: 40.0,False,None,6.0,1,,2026-09-03
BSOFT,Birlasoft,Environmental,Renewable Energy Percentage,40.0,%,Verified,Low renewable claim (40.0%) consistent with env score (nan/10),False,None,6.0,1,,2026-09-03
BSOFT,Birlasoft,Environmental,Total Water Consumption,8.0,KL,Reported,Environmental metric: 8.0,False,None,6.0,1,,2026-09-03
BSOFT,Birlasoft,Environmental,Water Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
BSOFT,Birlasoft,Environmental,Total Waste Generated,2024.0,MT,Reported,Environmental metric: 2024.0,False,None,6.0,1,,2026-09-03
BSOFT,Birlasoft,Environmental,Waste Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
BSOFT,Birlasoft,Social,Total Employees,10882.0,Count,Reported,Social metric: 10882.0,False,None,6.0,1,,2026-09-03
BSOFT,Birlasoft,Social,Female Employee Percentage,0.2,%,Reported,Social metric: 0.2,False,None,6.0,1,,2026-09-03
BSOFT,Birlasoft,Social,Employee Turnover Rate,90.0,%,Reported,Social metric: 90.0,False,None,6.0,1,,2026-09-03
BSOFT,Birlasoft,Social,Training Hours per Employee,,Hours,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
BSOFT,Birlasoft,Social,Health and Safety Incidents,2024.0,Count,Reported,Social metric: 2024.0,False,None,6.0,1,,2026-09-03
BSOFT,Birlasoft,Social,CSR Expenditure,40.0,Crores INR,Reported,Social metric: 40.0,False,None,6.0,1,,2026-09-03
BSOFT,Birlasoft,Governance,Board Size,7.0,Count,Reported,Governance metric: 7.0,False,None,6.0,1,,2026-09-03
BSOFT,Birlasoft,Governance,Independent Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
BSOFT,Birlasoft,Governance,Female Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
BSOFT,Birlasoft,Governance,Board Meeting Frequency,6.0,Count,Reported,Governance metric: 6.0,False,None,6.0,1,,2026-09-03
BSOFT,Birlasoft,Governance,Audit Committee Size,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
BSOFT,Birlasoft,Governance,Ethics Policy Violations,16.0,Count,Reported,Governance metric: 16.0,False,None,6.0,1,,2026-09-03
ZENSARTECH,Zensar Technologies,Environmental,Total Energy Consumption,30.0,GWh,Reported,Environmental metric: 30.0,False,None,6.0,1,,2026-09-03
ZENSARTECH,Zensar Technologies,Environmental,Renewable Energy Percentage,90.0,%,Partially Verified,Renewable claim 90.0% with moderate env score (nan/10),False,None,6.0,1,,2026-09-03
ZENSARTECH,Zensar Technologies,Environmental,Total Water Consumption,,KL,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
ZENSARTECH,Zensar Technologies,Environmental,Water Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
ZENSARTECH,Zensar Technologies,Environmental,Total Waste Generated,100.0,MT,Reported,Environmental metric: 100.0,False,None,6.0,1,,2026-09-03
ZENSARTECH,Zensar Technologies,Environmental,Waste Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
ZENSARTECH,Zensar Technologies,Social,Total Employees,727.0,Count,Reported,Social metric: 727.0,False,None,6.0,1,,2026-09-03
ZENSARTECH,Zensar Technologies,Social,Female Employee Percentage,35.0,%,Reported,Social metric: 35.0,False,None,6.0,1,,2026-09-03
ZENSARTECH,Zensar Technologies,Social,Employee Turnover Rate,9.9,%,Reported,Social metric: 9.9,False,None,6.0,1,,2026-09-03
ZENSARTECH,Zensar Technologies,Social,Training Hours per Employee,30.0,Hours,Reported,Social metric: 30.0,False,None,6.0,1,,2026-09-03
ZENSARTECH,Zensar Technologies,Social,Health and Safety Incidents,2024.0,Count,Reported,Social metric: 2024.0,False,None,6.0,1,,2026-09-03
ZENSARTECH,Zensar Technologies,Social,CSR Expenditure,4.0,Crores INR,Reported,Social metric: 4.0,False,None,6.0,1,,2026-09-03
ZENSARTECH,Zensar Technologies,Governance,Board Size,9.0,Count,Reported,Governance metric: 9.0,False,None,6.0,1,,2026-09-03
ZENSARTECH,Zensar Technologies,Governance,Independent Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
ZENSARTECH,Zensar Technologies,Governance,Female Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
ZENSARTECH,Zensar Technologies,Governance,Board Meeting Frequency,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
ZENSARTECH,Zensar Technologies,Governance,Audit Committee Size,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
ZENSARTECH,Zensar Technologies,Governance,Ethics Policy Violations,23.0,Count,Reported,Governance metric: 23.0,False,None,6.0,1,,2026-09-03
TATATECH,Tata Technologies,Environmental,Total Energy Consumption,1.0,GWh,Reported,Environmental metric: 1.0,False,None,6.0,1,,2026-09-03
TATATECH,Tata Technologies,Environmental,Renewable Energy Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TATATECH,Tata Technologies,Environmental,Total Water Consumption,6.0,KL,Reported,Environmental metric: 6.0,False,None,6.0,1,,2026-09-03
TATATECH,Tata Technologies,Environmental,Water Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TATATECH,Tata Technologies,Environmental,Total Waste Generated,6.0,MT,Reported,Environmental metric: 6.0,False,None,6.0,1,,2026-09-03
TATATECH,Tata Technologies,Environmental,Waste Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TATATECH,Tata Technologies,Social,Total Employees,717.0,Count,Reported,Social metric: 717.0,False,None,6.0,1,,2026-09-03
TATATECH,Tata Technologies,Social,Female Employee Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TATATECH,Tata Technologies,Social,Employee Turnover Rate,31.4,%,Reported,Social metric: 31.4,False,None,6.0,1,,2026-09-03
TATATECH,Tata Technologies,Social,Training Hours per Employee,,Hours,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TATATECH,Tata Technologies,Social,Health and Safety Incidents,3.0,Count,Reported,Social metric: 3.0,False,None,6.0,1,,2026-09-03
TATATECH,Tata Technologies,Social,CSR Expenditure,,Crores INR,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TATATECH,Tata Technologies,Governance,Board Size,7.0,Count,Reported,Governance metric: 7.0,False,None,6.0,1,,2026-09-03
TATATECH,Tata Technologies,Governance,Independent Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TATATECH,Tata Technologies,Governance,Female Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TATATECH,Tata Technologies,Governance,Board Meeting Frequency,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TATATECH,Tata Technologies,Governance,Audit Committee Size,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
TATATECH,Tata Technologies,Governance,Ethics Policy Violations,5.0,Count,Reported,Governance metric: 5.0,False,None,6.0,1,,2026-09-03
HAPPSTMNDS,Happiest Minds Technologies,Environmental,Total Energy Consumption,1.0,GWh,Reported,Environmental metric: 1.0,False,None,6.0,1,2.0,2026-09-03
HAPPSTMNDS,Happiest Minds Technologies,Environmental,Renewable Energy Percentage,12.13,%,Verified,Low renewable claim (12.13%) consistent with env score (2.0/10),False,None,6.0,1,2.0,2026-09-03
HAPPSTMNDS,Happiest Minds Technologies,Environmental,Total Water Consumption,2030.0,KL,Reported,Environmental metric: 2030.0,False,None,6.0,1,2.0,2026-09-03
HAPPSTMNDS,Happiest Minds Technologies,Environmental,Water Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HAPPSTMNDS,Happiest Minds Technologies,Environmental,Total Waste Generated,5.0,MT,Reported,Environmental metric: 5.0,False,None,6.0,1,2.0,2026-09-03
HAPPSTMNDS,Happiest Minds Technologies,Environmental,Waste Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HAPPSTMNDS,Happiest Minds Technologies,Social,Total Employees,212.0,Count,Reported,Social metric: 212.0,False,None,6.0,1,2.0,2026-09-03
HAPPSTMNDS,Happiest Minds Technologies,Social,Female Employee Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HAPPSTMNDS,Happiest Minds Technologies,Social,Employee Turnover Rate,90.0,%,Reported,Social metric: 90.0,False,None,6.0,1,2.0,2026-09-03
HAPPSTMNDS,Happiest Minds Technologies,Social,Training Hours per Employee,,Hours,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HAPPSTMNDS,Happiest Minds Technologies,Social,Health and Safety Incidents,2025.0,Count,Reported,Social metric: 2025.0,False,None,6.0,1,2.0,2026-09-03
HAPPSTMNDS,Happiest Minds Technologies,Social,CSR Expenditure,,Crores INR,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HAPPSTMNDS,Happiest Minds Technologies,Governance,Board Size,8.0,Count,Reported,Governance metric: 8.0,False,None,6.0,1,2.0,2026-09-03
HAPPSTMNDS,Happiest Minds Technologies,Governance,Independent Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HAPPSTMNDS,Happiest Minds Technologies,Governance,Female Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HAPPSTMNDS,Happiest Minds Technologies,Governance,Board Meeting Frequency,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HAPPSTMNDS,Happiest Minds Technologies,Governance,Audit Committee Size,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HAPPSTMNDS,Happiest Minds Technologies,Governance,Ethics Policy Violations,25.0,Count,Reported,Governance metric: 25.0,False,None,6.0,1,2.0,2026-09-03
SONATSOFTW,Sonata Software,Environmental,Total Energy Consumption,2025.0,GWh,Reported,Environmental metric: 2025.0,False,None,6.0,1,2.0,2026-09-03
SONATSOFTW,Sonata Software,Environmental,Renewable Energy Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
SONATSOFTW,Sonata Software,Environmental,Total Water Consumption,3.0,KL,Reported,Environmental metric: 3.0,False,None,6.0,1,2.0,2026-09-03
SONATSOFTW,Sonata Software,Environmental,Water Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
SONATSOFTW,Sonata Software,Environmental,Total Waste Generated,51.0,MT,Reported,Environmental metric: 51.0,False,None,6.0,1,2.0,2026-09-03
SONATSOFTW,Sonata Software,Environmental,Waste Recycled Percentage,51.0,%,Reported,Environmental metric: 51.0,False,None,6.0,1,2.0,2026-09-03
SONATSOFTW,Sonata Software,Social,Total Employees,20.0,Count,Reported,Social metric: 20.0,False,None,6.0,1,2.0,2026-09-03
SONATSOFTW,Sonata Software,Social,Female Employee Percentage,1.1,%,Reported,Social metric: 1.1,False,None,6.0,1,2.0,2026-09-03
SONATSOFTW,Sonata Software,Social,Employee Turnover Rate,40.0,%,Reported,Social metric: 40.0,False,None,6.0,1,2.0,2026-09-03
SONATSOFTW,Sonata Software,Social,Training Hours per Employee,,Hours,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
SONATSOFTW,Sonata Software,Social,Health and Safety Incidents,10.0,Count,Reported,Social metric: 10.0,False,None,6.0,1,2.0,2026-09-03
SONATSOFTW,Sonata Software,Social,CSR Expenditure,1.0,Crores INR,Reported,Social metric: 1.0,False,None,6.0,1,2.0,2026-09-03
SONATSOFTW,Sonata Software,Governance,Board Size,20.0,Count,Reported,Governance metric: 20.0,False,None,6.0,1,2.0,2026-09-03
SONATSOFTW,Sonata Software,Governance,Independent Directors Percentage,100.0,%,Reported,Governance metric: 100.0,False,None,6.0,1,2.0,2026-09-03
SONATSOFTW,Sonata Software,Governance,Female Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
SONATSOFTW,Sonata Software,Governance,Board Meeting Frequency,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
SONATSOFTW,Sonata Software,Governance,Audit Committee Size,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
SONATSOFTW,Sonata Software,Governance,Ethics Policy Violations,22.0,Count,Reported,Governance metric: 22.0,False,None,6.0,1,2.0,2026-09-03
HEXAWARE,Hexaware Technologies,Environmental,Total Energy Consumption,59.0,GWh,Reported,Environmental metric: 59.0,False,None,6.0,1,,2026-09-03
HEXAWARE,Hexaware Technologies,Environmental,Renewable Energy Percentage,83.0,%,Partially Verified,Renewable claim 83.0% with moderate env score (nan/10),False,None,6.0,1,,2026-09-03
HEXAWARE,Hexaware Technologies,Environmental,Total Water Consumption,,KL,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HEXAWARE,Hexaware Technologies,Environmental,Water Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HEXAWARE,Hexaware Technologies,Environmental,Total Waste Generated,,MT,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HEXAWARE,Hexaware Technologies,Environmental,Waste Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HEXAWARE,Hexaware Technologies,Social,Total Employees,187.0,Count,Reported,Social metric: 187.0,False,None,6.0,1,,2026-09-03
HEXAWARE,Hexaware Technologies,Social,Female Employee Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HEXAWARE,Hexaware Technologies,Social,Employee Turnover Rate,11.0,%,Reported,Social metric: 11.0,False,None,6.0,1,,2026-09-03
HEXAWARE,Hexaware Technologies,Social,Training Hours per Employee,21222.0,Hours,Reported,Social metric: 21222.0,False,None,6.0,1,,2026-09-03
HEXAWARE,Hexaware Technologies,Social,Health and Safety Incidents,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HEXAWARE,Hexaware Technologies,Social,CSR Expenditure,34.3,Crores INR,Reported,Social metric: 34.3,False,None,6.0,1,,2026-09-03
HEXAWARE,Hexaware Technologies,Governance,Board Size,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HEXAWARE,Hexaware Technologies,Governance,Independent Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HEXAWARE,Hexaware Technologies,Governance,Female Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HEXAWARE,Hexaware Technologies,Governance,Board Meeting Frequency,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HEXAWARE,Hexaware Technologies,Governance,Audit Committee Size,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
HEXAWARE,Hexaware Technologies,Governance,Ethics Policy Violations,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
MINDTREE,Mindtree (legacy symbol),Environmental,Total Energy Consumption,25.0,GWh,Reported,Environmental metric: 25.0,False,None,6.0,1,,2026-09-03
MINDTREE,Mindtree (legacy symbol),Environmental,Renewable Energy Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
MINDTREE,Mindtree (legacy symbol),Environmental,Total Water Consumption,25.0,KL,Reported,Environmental metric: 25.0,False,None,6.0,1,,2026-09-03
MINDTREE,Mindtree (legacy symbol),Environmental,Water Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
MINDTREE,Mindtree (legacy symbol),Environmental,Total Waste Generated,,MT,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
MINDTREE,Mindtree (legacy symbol),Environmental,Waste Recycled Percentage,7.0,%,Reported,Environmental metric: 7.0,False,None,6.0,1,,2026-09-03
MINDTREE,Mindtree (legacy symbol),Social,Total Employees,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
MINDTREE,Mindtree (legacy symbol),Social,Female Employee Percentage,14.4,%,Reported,Social metric: 14.4,False,None,6.0,1,,2026-09-03
MINDTREE,Mindtree (legacy symbol),Social,Employee Turnover Rate,14.4,%,Reported,Social metric: 14.4,False,None,6.0,1,,2026-09-03
MINDTREE,Mindtree (legacy symbol),Social,Training Hours per Employee,4.0,Hours,Reported,Social metric: 4.0,False,None,6.0,1,,2026-09-03
MINDTREE,Mindtree (legacy symbol),Social,Health and Safety Incidents,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
MINDTREE,Mindtree (legacy symbol),Social,CSR Expenditure,,Crores INR,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
MINDTREE,Mindtree (legacy symbol),Governance,Board Size,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
MINDTREE,Mindtree (legacy symbol),Governance,Independent Directors Percentage,7.0,%,Reported,Governance metric: 7.0,False,None,6.0,1,,2026-09-03
MINDTREE,Mindtree (legacy symbol),Governance,Female Directors Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
MINDTREE,Mindtree (legacy symbol),Governance,Board Meeting Frequency,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
MINDTREE,Mindtree (legacy symbol),Governance,Audit Committee Size,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
MINDTREE,Mindtree (legacy symbol),Governance,Ethics Policy Violations,,Count,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
NEWGEN,Newgen Software Technologies,Environmental,Total Energy Consumption,1.0,GWh,Reported,Environmental metric: 1.0,False,None,6.0,1,,2026-09-03
NEWGEN,Newgen Software Technologies,Environmental,Renewable Energy Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
NEWGEN,Newgen Software Technologies,Environmental,Total Water Consumption,38197.47,KL,Reported,Environmental metric: 38197.47,False,None,6.0,1,,2026-09-03
NEWGEN,Newgen Software Technologies,Environmental,Water Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
NEWGEN,Newgen Software Technologies,Environmental,Total Waste Generated,2024.0,MT,Reported,Environmental metric: 2024.0,False,None,6.0,1,,2026-09-03
NEWGEN,Newgen Software Technologies,Environmental,Waste Recycled Percentage,,%,Not Disclosed,Metric not reported - transparency concern,False,None,3.0,2,,2026-09-03
NEWGEN,Newgen Software Technologies,Social,Total Employees,417.0,Count,Reported,Social metric: 417.0,False,None,6.0,1,,2026-09-03
NEWGEN,Newgen Software Technologies,Social,Female Employee Percentage,25.5,%,Reported,Social metric: 25.5,False,None,6.0,1,,2026-09-03
NEWGEN,Newgen Software Technologies,Social,Employee Turnover Rate,90.0,%,Reported,Social metric: 90.0,False,None,6.0,1,,2026-09-03
